customer_city,seller_city,delivery_performance
brumadinho,sao jose dos campos,17 days 14:46:25.000000000
santana do itarare,sao jose do rio preto,17 days 14:47:45.000000000
cachoeirinha,pedreira,17 days 14:51:18.000000000
aracruz,ilicinea,17 days 14:53:31.000000000
sao goncalo,fazenda rio grande,17 days 14:58:52.000000000
aracaju,sao jose dos campos,17 days 15:03:27.000000000
itajai,sorocaba,17 days 15:04:11.000000000
caratinga,uba,17 days 15:06:28.000000000
pitangui,joinville,17 days 15:09:13.000000000
ribeirao das neves,limeira,17 days 15:09:22.000000000
santa maria de itabira,sorocaba,17 days 15:12:03.000000000
santa cruz do prata,ribeirao preto,17 days 15:17:58.000000000
parauapebas,limeira,17 days 15:23:41.000000000
teresina,jaguariuna,17 days 15:39:14.000000000
araras,francisco beltrao,17 days 15:42:48.000000000
lapa,itaquaquecetuba,17 days 15:45:36.000000000
inaja,ibitinga,17 days 15:47:12.000000000
sao luiz gonzaga,sao jose do rio preto,17 days 15:48:08.000000000
belem,aparecida de goiania,17 days 15:51:56.000000000
vila velha,votuporanga,17 days 15:54:10.000000000
mario campos,curitiba,17 days 16:01:18.000000000
bage,ibitinga,17 days 16:05:35.000000000
ituiutaba,itaquaquecetuba,17 days 16:13:30.000000000
taquaritinga,arapongas,17 days 16:14:35.000000000
sao jose dos campos,novo hamburgo,17 days 16:18:01.000000000
sao jose da barra,caxias do sul,17 days 16:22:40.000000000
campinas,boituva,17 days 16:22:58.000000000
petropolis,tabatinga,17 days 16:24:59.000000000
ipu,ribeirao preto,17 days 16:27:19.000000000
sete lagoas,osasco,17 days 16:32:52.000000000
sete lagoas,cuiaba,17 days 16:32:52.000000000
senhora de oliveira,sao paulo,17 days 16:36:42.000000000
piracicaba,laranjal paulista,17 days 16:39:38.000000000
cerqueira cesar,campo limpo paulista,17 days 16:42:09.000000000
itatiba,videira,17 days 16:43:56.000000000
lagoinha,itaquaquecetuba,17 days 16:47:36.000000000
heliopolis,campo limpo paulista,17 days 16:52:38.000000000
mangueirinha,itajobi,17 days 16:53:12.000000000
lajedo,santo andre,17 days 16:53:20.000000000
pimenta bueno,arapongas,17 days 16:54:21.000000000
palmeirinha,capivari,17 days 16:55:35.000000000
bebedouro,sorocaba,17 days 16:55:53.000000000
sao mateus do sul,sao jose do rio preto,17 days 16:55:58.000000000
ananindeua,rolandia,17 days 16:56:20.000000000
dezesseis de novembro,santa barbara d´oeste,17 days 16:57:26.000000000
cabrobo,ibitinga,17 days 16:57:26.000000000
betim,joinville,17 days 16:58:09.000000000
itaquaquecetuba,presidente prudente,17 days 17:01:29.000000000
capitao poco,sao paulo,17 days 17:02:32.000000000
rio branco do sul,sao paulo,17 days 17:04:40.000000000
rio verde,cajamar,17 days 17:05:11.000000000
taquaritinga do norte,sao paulo,17 days 17:05:38.000000000
amparo,brusque,17 days 17:06:53.000000000
humaita,santo andre,17 days 17:07:33.000000000
porto lucena,ibitinga,17 days 17:09:15.000000000
goiania,mineiros do tiete,17 days 17:10:59.000000000
bom jesus dos perdoes,tiradentes,17 days 17:12:51.000000000
sao joaquim da barra,itaquaquecetuba,17 days 17:15:16.000000000
itaguai,sao roque,17 days 17:18:18.000000000
florianopolis,foz do iguacu,17 days 17:23:33.000000000
sao felix do xingu,marilia,17 days 17:23:39.000000000
conceicao de macabu,belo horizonte,17 days 17:27:02.000000000
florianopolis,lauro de freitas,17 days 17:28:11.000000000
diamante d'oeste,sao paulo,17 days 17:30:06.000000000
santos,pradopolis,17 days 17:36:14.000000000
boituva,lauro de freitas,17 days 17:41:42.000000000
campinas,igaracu do tiete,17 days 17:42:32.000000000
campo grande,icara,17 days 17:48:06.000000000
itaguai,franca,17 days 17:49:04.000000000
campanha,cuiaba,17 days 17:50:53.000000000
para de minas,maringa,17 days 17:52:03.000000000
manaus,sao paulo - sp,17 days 17:52:55.000000000
fortaleza,andradas,17 days 18:01:57.000000000
sao joao del rei,itatiba,17 days 18:03:05.000000000
porto seguro,teresopolis,17 days 18:04:23.000000000
uberaba,recife,17 days 18:04:47.000000000
caxias do sul,valinhos,17 days 18:05:53.000000000
campina grande,formiga,17 days 18:06:03.000000000
cuite velho,santo andre,17 days 18:10:38.000000000
campos novos,campinas,17 days 18:10:49.000000000
guarapari,belo horizonte,17 days 18:14:26.000000000
jundiai,sarandi,17 days 18:14:42.000000000
viamao,sorocaba,17 days 18:16:31.000000000
quatro bocas,curitiba,17 days 18:17:47.000000000
feira de santana,florianopolis,17 days 18:18:15.000000000
nanuque,sao jose do rio preto,17 days 18:19:48.000000000
mangueirinha,guarulhos,17 days 18:20:08.000000000
nilopolis,curitiba,17 days 18:29:55.000000000
uniao da vitoria,araguari,17 days 18:30:46.000000000
itaguacu,bombinhas,17 days 18:31:05.000000000
campinorte,ribeirao preto,17 days 18:34:19.000000000
sao domingos do norte,riberao preto,17 days 18:37:08.000000000
curitibanos,sao jose do rio preto,17 days 18:38:59.000000000
pocrane,rio de janeiro,17 days 18:40:36.000000000
conceicao do mato dentro,anapolis,17 days 18:45:51.000000000
taquarana,sao paulo,17 days 18:46:11.000000000
pocrane,sao paulo,17 days 18:49:16.000000000
sorocaba,claudio,17 days 18:51:42.000000000
dois vizinhos,borda da mata,17 days 18:52:39.000000000
vila velha,petropolis,17 days 18:52:56.000000000
conselheiro lafaiete,canoinhas,17 days 18:53:05.000000000
sao jose,marilia,17 days 18:53:32.000000000
aragarcas,paraiso do sul,17 days 18:56:55.000000000
capanema,maringa,17 days 18:59:08.000000000
gaviao peixoto,salvador,17 days 18:59:32.000000000
nova esperanca do piria,sao paulo,17 days 19:03:57.000000000
braganca paulista,novo hamburgo,17 days 19:04:21.000000000
espera feliz,ibitinga,17 days 19:04:27.000000000
hortolandia,videira,17 days 19:04:37.000000000
cuiaba,indaiatuba,17 days 19:06:16.000000000
resende,belo horizonte,17 days 19:08:29.000000000
itambe,laranjal paulista,17 days 19:11:09.000000000
nova friburgo,formiga,17 days 19:11:11.000000000
vila velha,sumare,17 days 19:12:02.000000000
esteio,rio claro,17 days 19:13:38.000000000
belo horizonte,sertanopolis,17 days 19:16:09.000000000
porto uniao,uberlandia,17 days 19:22:06.000000000
carutapera,sao jose do rio preto,17 days 19:22:59.000000000
rondon do para,ilicinea,17 days 19:23:50.000000000
navegantes,brasilia,17 days 19:24:14.000000000
silvania,penapolis,17 days 19:30:22.000000000
tapurah,guara,17 days 19:35:13.000000000
sao goncalo,jaboticabal,17 days 19:35:47.000000000
santa vitoria,umuarama,17 days 19:37:16.000000000
santo antonio da patrulha,petropolis,17 days 19:39:22.000000000
vacaria,franca,17 days 19:41:16.000000000
araruna,lagoa da prata,17 days 19:42:23.000000000
horizonte,parnamirim,17 days 19:45:14.000000000
salvador,araxa,17 days 19:50:38.000000000
brejo grande,lauro de freitas,17 days 19:52:43.000000000
barra mansa,curitiba,17 days 19:53:54.000000000
campo alegre de minas,sao paulo,17 days 19:55:24.000000000
campo alegre de lourdes,sao paulo,17 days 19:56:47.000000000
teresina,mogi guacu,17 days 19:57:43.000000000
carnauba dos dantas,sao paulo,17 days 20:00:13.000000000
canaa dos carajas,queimados,17 days 20:02:06.000000000
balneario barra do sul,bauru,17 days 20:02:34.000000000
agua fria de goias,assis,17 days 20:02:44.000000000
ilheus,ribeirao preto,17 days 20:03:53.000000000
socorro,ampere,17 days 20:04:13.000000000
iconha,sao paulo,17 days 20:05:43.000000000
areia,loanda,17 days 20:10:42.000000000
pires do rio,ibitinga,17 days 20:11:16.000000000
sao bernardo,sao luis,17 days 20:11:36.000000000
alem paraiba,itaquaquecetuba,17 days 20:11:46.000000000
vargem bonita,ibitinga,17 days 20:15:23.000000000
japeri,marilia,17 days 20:16:31.000000000
bataipora,brejao,17 days 20:18:12.000000000
itaju,salto,17 days 20:19:46.000000000
jose boiteux,lajeado,17 days 20:20:21.000000000
caxias do sul,divinopolis,17 days 20:20:34.000000000
salto do jacui,ibitinga,17 days 20:21:38.000000000
itupeva,jacarei,17 days 20:22:18.000000000
milagres,ibitinga,17 days 20:30:44.000000000
teresina,bombinhas,17 days 20:33:20.000000000
cocal,jacarei,17 days 20:33:35.000000000
jeronimo monteiro,ibitinga,17 days 20:36:03.000000000
sertania,pirituba,17 days 20:37:06.000000000
garanhuns,scao jose do rio pardo,17 days 20:40:21.000000000
indaial,presidente prudente,17 days 20:48:14.000000000
goiania,porto ferreira,17 days 20:48:23.000000000
unai,limeira,17 days 20:49:44.000000000
sao carlos,lagoa da prata,17 days 20:51:44.000000000
taua,maua,17 days 20:53:41.000000000
sao thome das letras,jundiai,17 days 20:54:42.000000000
miracema,curitiba,17 days 20:56:11.000000000
vargem grande paulista,franca,17 days 20:57:21.000000000
colonia jordaozinho,tubarao,17 days 20:57:57.000000000
piedade de caratinga,salto,17 days 20:59:40.000000000
praia grande,icara,17 days 21:00:12.000000000
sao jose,formiga,17 days 21:01:53.000000000
ourilandia do norte,votorantim,17 days 21:01:57.000000000
caxias do sul,pedreira,17 days 21:03:38.000000000
sete barras,ibitinga,17 days 21:04:58.000000000
valenca,jaragua do sul,17 days 21:07:59.000000000
santa fe,joinville,17 days 21:09:20.000000000
junqueiropolis,cascavel,17 days 21:09:25.000000000
mogi das cruzes,umuarama,17 days 21:12:03.000000000
goiania,montenegro,17 days 21:12:15.000000000
urussanga,santo andre,17 days 21:12:57.000000000
alvorada,belo horizonte,17 days 21:14:08.000000000
teresina,porto ferreira,17 days 21:14:19.000000000
cuiaba,franca,17 days 21:17:52.000000000
itajai,jacutinga,17 days 21:20:16.000000000
paty do alferes,joinville,17 days 21:26:25.000000000
jaboatao dos guararapes,santos,17 days 21:27:29.000000000
aracaju,uba,17 days 21:31:25.000000000
muquem do sao francisco,jacarei,17 days 21:31:43.000000000
santa rosa,sete lagoas,17 days 21:33:10.000000000
venancio aires,guariba,17 days 21:33:17.000000000
maua,tatui,17 days 21:33:45.000000000
lagarto,borda da mata,17 days 21:33:58.000000000
peruibe,loanda,17 days 21:34:05.000000000
senhor do bonfim,salvador,17 days 21:34:19.000000000
ubaitaba,sao paulo,17 days 21:36:49.000000000
nova bandeirantes,ibitinga,17 days 21:37:37.000000000
euclides da cunha,sao paulo,17 days 21:38:26.000000000
mogi das cruzes,ji parana,17 days 21:38:59.000000000
trindade,ibitinga,17 days 21:43:27.000000000
arapiraca,recife,17 days 21:46:16.000000000
itapetininga,mineiros do tiete,17 days 21:46:23.000000000
sao luis,florianopolis,17 days 21:46:30.000000000
sete lagoas,suzano,17 days 21:47:01.000000000
lago da pedra,sao paulo,17 days 21:47:39.000000000
dourados,campo limpo paulista,17 days 21:49:18.000000000
sao joaquim da barra,sao bernardo do campo,17 days 21:50:47.000000000
cajamar,campinas,17 days 21:50:51.000000000
barao de cocais,guarulhos,17 days 21:50:55.000000000
vila velha,araguari,17 days 21:51:27.000000000
pacatuba,limeira,17 days 21:51:37.000000000
arapoti,itaquaquecetuba,17 days 21:57:22.000000000
ituiutaba,santana de parnaiba,17 days 21:57:37.000000000
navegantes,sumare,17 days 21:58:34.000000000
belford roxo,curitiba,17 days 21:58:49.000000000
cotia,penapolis,17 days 21:59:20.000000000
santarem,brejao,17 days 21:59:51.000000000
girua,rio de janeiro,17 days 22:01:01.000000000
itajuba,niteroi,17 days 22:01:43.000000000
goiabeira,ilicinea,17 days 22:02:32.000000000
salvador,jaboticabal,17 days 22:04:22.000000000
indaiatuba,brusque,17 days 22:04:33.000000000
duque de caxias,votuporanga,17 days 22:06:15.000000000
catalao,sao jose do rio preto,17 days 22:09:30.000000000
cacu,piracicaba,17 days 22:09:40.000000000
atibaia,joinville,17 days 22:10:15.000000000
piracicaba,balneario camboriu,17 days 22:10:53.000000000
ceilandia,piracicaba,17 days 22:12:55.000000000
porto belo,ilicinea,17 days 22:15:01.000000000
foz do iguacu,sao carlos,17 days 22:15:58.000000000
sao caetano do sul,congonhal,17 days 22:16:44.000000000
penaforte,marilia,17 days 22:17:24.000000000
dourados,osasco,17 days 22:19:23.000000000
osasco,ampere,17 days 22:19:48.000000000
sao bernardo do campo,canoinhas,17 days 22:20:16.000000000
montenegro,jundiai,17 days 22:21:39.000000000
aimores,ibitinga,17 days 22:21:49.000000000
pedregulho,ribeirao pires,17 days 22:21:52.000000000
recife,atibaia,17 days 22:22:15.000000000
cacador,serra negra,17 days 22:24:50.000000000
blumenau,sete lagoas,17 days 22:28:04.000000000
crateus,sumare,17 days 22:28:05.000000000
morada nova,franca,17 days 22:30:10.000000000
ribeirao das neves,videira,17 days 22:30:14.000000000
anita garibaldi,valinhos,17 days 22:30:52.000000000
sao miguel do oeste,salto,17 days 22:37:06.000000000
alterosa,salto,17 days 22:37:41.000000000
tupancireta,maringa,17 days 22:38:46.000000000
ibiruba,praia grande,17 days 22:39:13.000000000
sao jose do rio pardo,curitiba,17 days 22:39:46.000000000
itapipoca,pinhais,17 days 22:41:36.000000000
irati,piracicaba,17 days 22:41:51.000000000
barra do pirai,poa,17 days 22:42:50.000000000
uirauna,apucarana,17 days 22:42:55.000000000
santa rita de caldas,rio verde,17 days 22:43:54.000000000
bage,maringa,17 days 22:44:57.000000000
macambara,brusque,17 days 22:46:13.000000000
ibitinga,sao goncalo,17 days 22:50:06.000000000
coronel fabriciano,salto,17 days 22:50:39.000000000
vila flores,maringa,17 days 22:51:57.000000000
camacari,ipaussu,17 days 22:52:12.000000000
camacari,itatiba,17 days 22:52:12.000000000
marataizes,ribeirao pires,17 days 22:52:26.000000000
nova venecia,timbo,17 days 22:53:58.000000000
santos dumont,assis,17 days 22:53:59.000000000
jaboatao dos guararapes,cascavel,17 days 22:55:07.000000000
vila velha,sinop,17 days 22:55:27.000000000
serra dourada,sao paulo,17 days 22:56:22.000000000
siqueira campos,rolandia,17 days 22:57:15.000000000
itaperuna,cascavel,17 days 22:57:24.000000000
sao joao del rei,franca,17 days 23:03:34.000000000
barra do garcas,sao jose do rio preto,17 days 23:03:37.000000000
curral de cima,guariba,17 days 23:03:48.000000000
linhares,maringa,17 days 23:04:05.000000000
apucarana,sao jose do rio preto,17 days 23:04:54.000000000
caieiras,hortolandia,17 days 23:05:03.000000000
varzea grande,campo limpo paulista,17 days 23:05:41.000000000
guapore,monte siao,17 days 23:05:50.000000000
santo angelo,sao joao de meriti,17 days 23:06:20.000000000
salto,campo largo,17 days 23:06:43.000000000
afranio,paraiba do sul,17 days 23:07:58.000000000
gaucha do norte,juiz de fora,17 days 23:08:51.000000000
cacador,atibaia,17 days 23:10:36.000000000
palmeiras,claudio,17 days 23:10:50.000000000
ituiutaba,itapetininga,17 days 23:13:38.000000000
kalore,ilicinea,17 days 23:13:45.000000000
colorado,joinville,17 days 23:15:35.000000000
sao goncalo,monte siao,17 days 23:16:29.000000000
sao domingos do norte,pirituba,17 days 23:17:12.000000000
itu,juiz de fora,17 days 23:17:45.000000000
santa maria,brusque,17 days 23:18:52.000000000
igarata,limeira,17 days 23:19:58.000000000
cariacica,sao goncalo,17 days 23:22:18.000000000
amarante,sao paulo,17 days 23:23:13.000000000
recife,itaquaquecetuba,17 days 23:23:39.000000000
parati,sao paulo,17 days 23:24:26.000000000
chale,sao jose do rio preto,17 days 23:25:36.000000000
barbacena,blumenau,17 days 23:25:45.000000000
guaxupe,maringa,17 days 23:26:04.000000000
uberaba,sao joaquim da barra,17 days 23:29:12.000000000
abaetetuba,sao paulo,17 days 23:30:34.000000000
salvador,riberao preto,17 days 23:32:35.000000000
santana de parnaiba,belo horizonte,17 days 23:33:47.000000000
nova xavantina,ibitinga,17 days 23:34:05.000000000
tiete,penapolis,17 days 23:34:33.000000000
cocais,campo limpo paulista,17 days 23:36:34.000000000
belem,mairipora,17 days 23:37:16.000000000
sao luis,itaquaquecetuba,17 days 23:37:55.000000000
cascavel,ilicinea,17 days 23:39:49.000000000
ibiruba,guariba,17 days 23:39:55.000000000
juiz de fora,jau,17 days 23:40:23.000000000
ubaitaba,ibitinga,17 days 23:40:28.000000000
dias d'avila,belo horizonte,17 days 23:43:16.000000000
cruz,sao paulo,17 days 23:43:18.000000000
santa maria,aparecida,17 days 23:45:02.000000000
picos,brasilia,17 days 23:45:23.000000000
arraial do cabo,congonhal,17 days 23:45:33.000000000
duque de caxias,praia grande,17 days 23:46:41.000000000
juiz de fora,sao goncalo,17 days 23:50:48.000000000
palmas,campo limpo paulista,17 days 23:52:44.000000000
saquarema,sorocaba,17 days 23:54:26.000000000
sao miguel do iguacu,capivari,17 days 23:54:46.000000000
chapadao do lageado,santos,17 days 23:55:37.000000000
tombos,ibitinga,17 days 23:56:28.000000000
palhano,mogi das cruzes,17 days 23:56:58.000000000
florianopolis,cruzeiro,17 days 23:58:02.000000000
sao paulo,piracanjuba,17 days 23:58:48.000000000
louveira,santos,18 days 00:00:29.000000000
barra mansa,lauro de freitas,18 days 00:01:49.000000000
pereiro,ibitinga,18 days 00:04:49.000000000
itaperuna,carazinho,18 days 00:05:51.000000000
santo antonio de posse,pinhais,18 days 00:06:46.000000000
forquilha,belo horizonte,18 days 00:06:59.000000000
jaragua do sul,santos,18 days 00:07:50.000000000
paracambi,araguari,18 days 00:08:16.000000000
gramado,maua,18 days 00:08:24.000000000
guaxupe,canoinhas,18 days 00:08:56.000000000
rio maria,ibitinga,18 days 00:09:30.000000000
floriano,praia grande,18 days 00:12:37.000000000
sao vicente,farroupilha,18 days 00:14:33.000000000
montes claros,sao sebastiao,18 days 00:15:44.000000000
lajeado,joinville,18 days 00:16:18.000000000
alta floresta d'oeste,jacarei,18 days 00:16:27.000000000
guaicara,ilicinea,18 days 00:18:06.000000000
guaratingueta,bertioga,18 days 00:18:15.000000000
augustinopolis,ribeirao preto,18 days 00:19:07.000000000
americana,cachoeirinha,18 days 00:19:20.000000000
lauro de freitas,videira,18 days 00:20:42.000000000
itumbiara,birigui,18 days 00:24:44.000000000
sao fidelis,pilar do sul,18 days 00:25:47.000000000
piracanjuba,formiga,18 days 00:26:16.000000000
praia grande,dracena,18 days 00:26:38.000000000
toritama,morrinhos,18 days 00:28:08.000000000
itaporanga,maringa,18 days 00:29:28.000000000
campos dos goytacazes,s jose do rio preto,18 days 00:29:32.000000000
brasilia,santa rita do sapucai,18 days 00:30:18.000000000
vila rica,sao paulo,18 days 00:31:04.000000000
brusque,barueri,18 days 00:32:28.000000000
presidente prudente,itaquaquecetuba,18 days 00:33:27.000000000
belem,penapolis,18 days 00:33:28.000000000
reserva do cabacal,teixeira soares,18 days 00:33:40.000000000
saudades,sao paulo,18 days 00:34:14.000000000
fortaleza,pradopolis,18 days 00:35:52.000000000
dias d avila,jacarei,18 days 00:35:56.000000000
tres rios,laranjal paulista,18 days 00:36:34.000000000
jaraguari,pedreira,18 days 00:37:52.000000000
santo andre,jaguaruna,18 days 00:38:59.000000000
belem,itaquaquecetuba,18 days 00:39:39.000000000
varzea grande,curitiba,18 days 00:40:04.000000000
monte verde,atibaia,18 days 00:40:58.000000000
nova iguacu,cajamar,18 days 00:41:19.000000000
blumenau,pinhais,18 days 00:41:20.000000000
cuiaba,jundiai,18 days 00:42:06.000000000
neropolis,ribeirao preto,18 days 00:42:23.000000000
sao bento do sul,limeira,18 days 00:43:19.000000000
rio preto,sao roque,18 days 00:47:49.000000000
erval grande,guarulhos,18 days 00:48:00.000000000
guanambi,guarulhos,18 days 00:48:37.000000000
montes claros,sao jose,18 days 00:50:16.000000000
curvelo,curitiba,18 days 00:50:19.000000000
novo hamburgo,praia grande,18 days 00:54:51.000000000
lucas do rio verde,santana de parnaiba,18 days 00:55:20.000000000
cabo frio,ribeirao pires,18 days 00:55:48.000000000
casa nova,itaquaquecetuba,18 days 00:56:47.000000000
itaquitinga,rio de janeiro,18 days 00:57:01.000000000
navegantes,claudio,18 days 00:59:48.000000000
taua,ibitinga,18 days 00:59:50.000000000
moreilandia,curitiba,18 days 01:01:29.000000000
antonio prado,curitiba,18 days 01:02:03.000000000
santa quiteria,sao paulo,18 days 01:03:31.000000000
loreto,lauro de freitas,18 days 01:05:00.000000000
sao francisco do guapore,sao paulo,18 days 01:05:43.000000000
campo novo do parecis,ilicinea,18 days 01:06:10.000000000
sao miguel do aleixo,sao paulo,18 days 01:06:20.000000000
sete lagoas,sumare,18 days 01:06:39.000000000
mogi-guacu,maringa,18 days 01:06:51.000000000
passo de camaragibe,sao paulo,18 days 01:07:22.000000000
goianesia,piracicaba,18 days 01:07:32.000000000
humaita,campinas,18 days 01:08:26.000000000
teresopolis,sao joao del rei,18 days 01:09:17.000000000
moreilandia,petropolis,18 days 01:09:33.000000000
barra de sao miguel,sao  paulo,18 days 01:11:16.000000000
brasilia,jaguaruna,18 days 01:11:41.000000000
aracaju,santa rita do sapucai,18 days 01:12:09.000000000
soledade,sao jose do rio preto,18 days 01:14:03.000000000
araruama,jussara,18 days 01:14:09.000000000
mafra,sao luis,18 days 01:15:10.000000000
caieiras,santa rita do sapucai,18 days 01:16:16.000000000
rio de janeiro,paulinia,18 days 01:18:25.000000000
sao francisco do sul,ibitinga,18 days 01:22:45.000000000
jauru,itaquaquecetuba,18 days 01:22:53.000000000
belem,sete lagoas,18 days 01:24:16.000000000
campo largo,itaquaquecetuba,18 days 01:26:02.000000000
mariana,indaiatuba,18 days 01:28:57.000000000
salvador,arraial d'ajuda (porto seguro),18 days 01:29:06.000000000
pelotas,itatiba,18 days 01:29:38.000000000
araguatins,lauro de freitas,18 days 01:29:57.000000000
ichu,sao paulo,18 days 01:30:08.000000000
barreiras,ilicinea,18 days 01:31:18.000000000
laranjal paulista,rio de janeiro,18 days 01:31:36.000000000
petrolina,indaiatuba,18 days 01:31:42.000000000
pitangueiras,rio de janeiro,18 days 01:32:06.000000000
jose bonifacio,igaracu do tiete,18 days 01:32:38.000000000
rio manso,sao paulo,18 days 01:33:07.000000000
niteroi,sarandi,18 days 01:33:08.000000000
nucleo residencial pilar,mogi guacu,18 days 01:34:39.000000000
natal,jaragua do sul,18 days 01:37:04.000000000
dourados,cuiaba,18 days 01:37:05.000000000
serra,descalvado,18 days 01:38:00.000000000
martins soares,cotia,18 days 01:39:27.000000000
panambi,franca,18 days 01:40:35.000000000
feira de santana,sorocaba,18 days 01:40:42.000000000
goiania,presidente prudente,18 days 01:40:49.000000000
monnerat,itaquaquecetuba,18 days 01:41:49.000000000
uberlandia,morrinhos,18 days 01:41:55.000000000
indaial,ribeirao preto,18 days 01:42:28.000000000
joao pessoa,araguari,18 days 01:44:53.000000000
braganca paulista,itatiba,18 days 01:45:15.000000000
varjota,sao bernardo do campo,18 days 01:45:51.000000000
morada nova,sao jose do rio preto,18 days 01:47:42.000000000
manaus,uberlandia,18 days 01:49:27.000000000
sertaozinho,itaquaquecetuba,18 days 01:50:42.000000000
sorocaba,bertioga,18 days 01:50:54.000000000
uberaba,atibaia,18 days 01:51:16.000000000
cunha pora,cuiaba,18 days 01:51:32.000000000
mafra,curitiba,18 days 01:51:41.000000000
salgueiro,fronteira,18 days 01:51:45.000000000
claudio,piracicaba,18 days 01:51:49.000000000
rio brilhante,sao jose do rio preto,18 days 01:51:53.000000000
nova olinda do maranhao,guara,18 days 01:52:36.000000000
sao jose dos pinhais,paraiba do sul,18 days 01:54:00.000000000
triunfo,sao jose do rio preto,18 days 01:55:05.000000000
triunfo,itatiba,18 days 01:55:05.000000000
lajeado,sumare,18 days 01:55:25.000000000
jundiai,tres coracoes,18 days 01:55:52.000000000
uruara,sao paulo,18 days 01:56:34.000000000
ituiutaba,curitibanos,18 days 01:58:19.000000000
guaruja,blumenau,18 days 01:58:53.000000000
registro,santa barbara d´oeste,18 days 01:59:29.000000000
ubirata,sete lagoas,18 days 02:00:16.000000000
divinopolis,uba,18 days 02:01:17.000000000
florianopolis,toledo,18 days 02:01:43.000000000
natal,baependi,18 days 02:03:33.000000000
livramento de nossa senhora,sao jose do rio preto,18 days 02:03:42.000000000
pedro leopoldo,araguari,18 days 02:05:34.000000000
baturite,sao paulo,18 days 02:05:54.000000000
codo,uberlandia,18 days 02:06:03.000000000
ibiuna,guariba,18 days 02:06:33.000000000
condeuba,santo andre,18 days 02:09:09.000000000
bariri,sorocaba,18 days 02:09:55.000000000
tres coracoes,santa barbara d´oeste,18 days 02:11:23.000000000
santa rita do araguaia,borda da mata,18 days 02:11:33.000000000
gravatai,cajamar,18 days 02:12:37.000000000
porto velho,nova friburgo,18 days 02:14:48.000000000
ourilandia do norte,praia grande,18 days 02:16:02.000000000
alvorada,votuporanga,18 days 02:16:32.000000000
coronel martins,campinas,18 days 02:17:48.000000000
aracaju,bauru,18 days 02:18:27.000000000
manoel ribas,belo horizonte,18 days 02:18:51.000000000
rio negrinho,criciuma,18 days 02:19:47.000000000
brusque,ponte nova,18 days 02:19:52.000000000
guarapari,jacarei,18 days 02:20:37.000000000
fortaleza,birigui,18 days 02:21:41.000000000
amontada,volta redonda,18 days 02:21:42.000000000
japeri,curitiba,18 days 02:22:16.000000000
lajeado,jussara,18 days 02:25:45.000000000
dois vizinhos,limeira,18 days 02:28:08.000000000
santa rita do sapucai,piracicaba,18 days 02:28:41.000000000
pedreira,limeira,18 days 02:30:36.000000000
ribeirao preto,brusque,18 days 02:31:26.000000000
aracaju,ribeirao preto,18 days 02:31:27.000000000
canoas,rolandia,18 days 02:33:11.000000000
altamira,sao bernardo do campo,18 days 02:34:39.000000000
conceicao do tocantins,jacarei,18 days 02:35:33.000000000
ponta pora,serrana,18 days 02:35:50.000000000
brusque,osasco,18 days 02:36:10.000000000
assis,itaquaquecetuba,18 days 02:36:35.000000000
verissimo,rio de janeiro,18 days 02:38:03.000000000
vila velha,canoinhas,18 days 02:38:34.000000000
alagoinhas,barueri,18 days 02:38:36.000000000
sao joao da boa vista,itaquaquecetuba,18 days 02:39:24.000000000
sacramento,ipaussu,18 days 02:39:32.000000000
sao luis,jau,18 days 02:39:56.000000000
cuiaba,sao caetano do sul,18 days 02:40:47.000000000
tubarao,franca,18 days 02:41:00.000000000
francisco morato,curitiba,18 days 02:44:55.000000000
ibitinga,canoinhas,18 days 02:48:02.000000000
tres arroios,sao paulo,18 days 02:50:17.000000000
vargem grande,ibitinga,18 days 02:50:46.000000000
campinas do sul,cascavel,18 days 02:51:37.000000000
santa maria,indaiatuba,18 days 02:53:28.000000000
piumhii,blumenau,18 days 02:54:10.000000000
sao jose do rio claro,atibaia,18 days 02:54:44.000000000
caratinga,teresopolis,18 days 02:54:57.000000000
montenegro,itaquaquecetuba,18 days 02:57:41.000000000
araguaina,itapecerica da serra,18 days 02:58:07.000000000
louveira,sao goncalo,18 days 03:01:58.000000000
recife,uberlandia,18 days 03:02:30.000000000
volta redonda,betim,18 days 03:04:47.000000000
rondonopolis,jales,18 days 03:06:14.000000000
tambau,itaquaquecetuba,18 days 03:07:15.000000000
vespasiano,piracicaba,18 days 03:10:09.000000000
nova russas,rio de janeiro,18 days 03:11:40.000000000
bage,blumenau,18 days 03:11:57.000000000
carambei,jau,18 days 03:13:45.000000000
itapaci,ibitinga,18 days 03:15:09.000000000
cananeia,ibitinga,18 days 03:15:33.000000000
charqueadas,sao jose do rio preto,18 days 03:16:30.000000000
veranopolis,salto,18 days 03:18:34.000000000
sobral,catanduva,18 days 03:18:57.000000000
queluz,presidente prudente,18 days 03:19:43.000000000
juiz de fora,jaragua do sul,18 days 03:21:05.000000000
escada,maringa,18 days 03:21:43.000000000
belo horizonte,campo mourao,18 days 03:22:48.000000000
itapage,itaquaquecetuba,18 days 03:23:27.000000000
teresina,salto,18 days 03:23:49.000000000
chapada,presidente prudente,18 days 03:23:57.000000000
rio grande,salto,18 days 03:24:17.000000000
morada nova,piracicaba,18 days 03:24:29.000000000
santana de parnaiba,sao luis,18 days 03:26:06.000000000
porto velho,sao bernardo do campo,18 days 03:26:15.000000000
lauro de freitas,itaquaquecetuba,18 days 03:27:43.000000000
